Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU2480,33.45,67,959,9096.76,Female,30,1,86,21,Carrier C,970.7,Supplier 5,Chennai,25,238,9,41.35,Pass,2.225478,Road,Route C,243.34
haircare,SKU2481,61.8,5,793,8427.77,Male,42,11,68,20,Carrier C,462.49,Supplier 3,Delhi,12,165,26,51.87,Pending,4.500015,Air,Route B,169.72
cosmetics,SKU2482,89.78,24,666,5291.34,Female,96,17,86,24,Carrier B,245.68,Supplier 4,Delhi,11,903,11,41.47,Fail,2.315038,Road,Route C,107.97
haircare,SKU2483,19.07,94,755,1193.14,Female,95,27,29,6,Carrier B,316.85,Supplier 3,Mumbai,7,619,12,55.34,Fail,0.621043,Rail,Route A,472.42
haircare,SKU2484,44.93,92,726,1311.11,Male,94,12,2,14,Carrier B,941.25,Supplier 2,Bangalore,6,816,24,30.19,Fail,3.642106,Air,Route A,543.38
haircare,SKU2485,27.6,18,290,6519.13,Unknown,15,23,17,11,Carrier C,646.28,Supplier 4,Kolkata,26,392,26,52.53,Pass,0.291708,Road,Route A,462.41
skincare,SKU2486,50.94,40,96,4041.65,Unknown,13,15,80,17,Carrier C,360.62,Supplier 1,Delhi,12,114,15,95.81,Pending,0.183977,Rail,Route A,254.44
haircare,SKU2487,83.54,65,701,1725.36,Female,21,22,50,24,Carrier A,830.22,Supplier 1,Mumbai,1,120,28,84.82,Fail,1.817653,Air,Route A,974.87
cosmetics,SKU2488,69.58,17,39,6143.67,Unknown,92,23,7,14,Carrier A,882.06,Supplier 2,Bangalore,1,347,4,51.63,Pending,1.841262,Rail,Route B,199.22
haircare,SKU2489,23.22,32,279,4768.23,Female,92,12,82,24,Carrier A,729.17,Supplier 1,Delhi,10,564,15,40.29,Fail,2.791552,Air,Route A,663.02
haircare,SKU2490,37.29,8,142,8070.98,Unknown,83,21,99,23,Carrier C,690.14,Supplier 4,Bangalore,20,888,8,37.89,Fail,3.135165,Rail,Route C,102.54
skincare,SKU2491,34.36,85,514,3424.56,Unknown,90,11,59,6,Carrier C,712.01,Supplier 3,Delhi,24,710,7,61.71,Fail,0.300628,Rail,Route C,374.48
cosmetics,SKU2492,50.17,22,271,5352.89,Unknown,45,23,11,22,Carrier B,876.04,Supplier 5,Bangalore,24,471,28,78.55,Pass,4.61058,Rail,Route C,832.51
skincare,SKU2493,52.03,15,172,3748.16,Female,47,6,97,25,Carrier C,130.66,Supplier 5,Mumbai,17,646,13,85.46,Fail,2.144463,Rail,Route B,612.47
skincare,SKU2494,79.77,73,507,6414.08,Female,39,17,43,2,Carrier A,317.28,Supplier 2,Kolkata,19,156,16,90.06,Fail,2.089677,Air,Route B,873.35
skincare,SKU2495,55.59,62,777,6652.62,Male,52,10,87,29,Carrier A,110.83,Supplier 4,Delhi,18,478,8,31.33,Fail,0.35969,Air,Route B,568.39
cosmetics,SKU2496,22.15,79,685,8689.34,Non-binary,86,23,62,15,Carrier C,121.45,Supplier 2,Chennai,8,961,17,51.16,Pending,0.757776,Air,Route C,398.87
haircare,SKU2497,27.32,4,441,7939.79,Unknown,31,27,36,26,Carrier B,181.21,Supplier 2,Bangalore,2,857,12,62.68,Pass,2.845312,Road,Route C,353.69
cosmetics,SKU2498,29.21,12,315,9954.79,Non-binary,11,12,49,6,Carrier B,388.93,Supplier 4,Mumbai,22,626,14,89.29,Fail,2.109953,Sea,Route C,275.8
skincare,SKU2499,43.97,18,15,9427.86,Non-binary,67,26,43,8,Carrier B,258.93,Supplier 5,Mumbai,17,580,12,97.06,Pass,2.270875,Air,Route B,111.19
haircare,SKU2500,39.82,21,740,7640.27,Male,49,7,80,22,Carrier C,307.9,Supplier 1,Bangalore,24,387,28,40.47,Pass,2.147793,Air,Route A,617.53
cosmetics,SKU2501,18.35,48,887,7236.96,Female,15,1,40,7,Carrier B,832.16,Supplier 1,Bangalore,12,914,2,60.67,Pass,0.450744,Sea,Route B,616.49
haircare,SKU2502,6.52,29,474,1866.16,Non-binary,1,27,26,3,Carrier A,492.32,Supplier 1,Mumbai,20,579,29,23.67,Pending,1.03147,Rail,Route A,464.77
skincare,SKU2503,44.45,21,679,7992.41,Unknown,87,20,48,23,Carrier A,644.26,Supplier 2,Mumbai,7,539,26,97.61,Fail,2.42382,Air,Route B,688.88
skincare,SKU2504,63.98,35,283,2275.23,Non-binary,84,6,41,23,Carrier C,730.2,Supplier 3,Kolkata,11,250,15,89.35,Pending,3.35999,Air,Route B,596.32
cosmetics,SKU2505,17.94,80,146,2524.7,Male,37,4,31,6,Carrier C,145.76,Supplier 4,Chennai,20,691,10,96.93,Pass,4.357854,Rail,Route C,688.0
cosmetics,SKU2506,91.68,28,280,4774.97,Unknown,90,11,29,26,Carrier C,468.66,Supplier 5,Delhi,10,849,14,93.35,Pending,1.892472,Air,Route B,245.75
haircare,SKU2507,11.33,81,196,7317.06,Unknown,12,23,18,3,Carrier B,789.32,Supplier 3,Mumbai,14,213,2,69.38,Pass,0.745568,Road,Route A,349.3
cosmetics,SKU2508,34.57,56,44,1832.13,Female,72,27,89,26,Carrier C,381.69,Supplier 4,Kolkata,28,479,13,41.48,Fail,3.278115,Road,Route C,564.24
skincare,SKU2509,5.35,67,572,9969.94,Non-binary,0,29,5,13,Carrier B,369.95,Supplier 5,Chennai,15,241,13,39.86,Pass,1.492089,Rail,Route A,976.16
skincare,SKU2510,57.65,99,227,2775.86,Unknown,65,25,20,28,Carrier A,219.53,Supplier 3,Bangalore,10,953,10,28.21,Pending,3.07673,Rail,Route C,930.92
haircare,SKU2511,36.79,12,453,3149.78,Female,42,21,9,19,Carrier A,585.81,Supplier 5,Delhi,16,337,23,93.56,Pending,2.70487,Rail,Route B,445.04
cosmetics,SKU2512,16.89,41,534,8042.75,Female,52,2,77,24,Carrier B,969.08,Supplier 2,Delhi,26,405,4,59.72,Pending,2.145128,Rail,Route C,675.46
haircare,SKU2513,99.78,84,339,8671.93,Female,64,22,38,1,Carrier C,726.55,Supplier 2,Delhi,16,594,15,58.32,Fail,1.515967,Road,Route A,849.76
skincare,SKU2514,27.42,62,824,5486.7,Female,94,11,4,26,Carrier A,683.85,Supplier 3,Delhi,28,686,26,94.99,Pending,4.959238,Sea,Route B,111.56
cosmetics,SKU2515,80.71,33,817,2711.08,Male,55,5,6,10,Carrier C,364.99,Supplier 3,Delhi,11,621,11,78.28,Pass,1.223,Road,Route A,349.4
cosmetics,SKU2516,49.76,51,42,4029.29,Female,80,8,62,1,Carrier B,772.7,Supplier 3,Bangalore,13,834,26,34.5,Fail,2.899653,Air,Route A,962.43
skincare,SKU2517,58.54,67,562,1469.43,Male,3,22,46,29,Carrier C,271.61,Supplier 5,Delhi,10,706,8,43.92,Fail,1.370325,Sea,Route A,172.16
cosmetics,SKU2518,13.31,61,632,7343.79,Female,88,21,61,1,Carrier C,955.5,Supplier 5,Delhi,24,328,11,63.84,Fail,0.509968,Road,Route C,201.53
cosmetics,SKU2519,7.09,8,885,5729.37,Non-binary,74,24,52,12,Carrier C,528.43,Supplier 2,Chennai,7,696,15,58.12,Fail,4.533203,Road,Route B,742.45
cosmetics,SKU2520,40.43,16,450,1232.22,Female,97,21,87,21,Carrier C,804.15,Supplier 1,Kolkata,3,285,12,28.52,Fail,0.121407,Sea,Route A,802.68
skincare,SKU2521,13.36,29,442,4371.34,Male,15,2,24,26,Carrier B,697.29,Supplier 5,Bangalore,3,746,1,82.73,Fail,2.748711,Road,Route A,389.47
skincare,SKU2522,28.01,26,116,7276.23,Male,7,9,6,16,Carrier C,789.91,Supplier 5,Mumbai,27,175,12,67.9,Pending,3.78354,Road,Route B,627.1
haircare,SKU2523,38.2,16,493,4047.43,Unknown,30,20,95,19,Carrier B,69.13,Supplier 1,Mumbai,11,443,10,32.41,Fail,3.418387,Sea,Route B,411.49
skincare,SKU2524,32.83,48,821,3942.98,Male,48,22,23,1,Carrier C,242.22,Supplier 5,Chennai,24,592,15,88.66,Pass,4.328773,Air,Route B,267.74
skincare,SKU2525,42.14,74,174,7189.38,Unknown,13,23,93,15,Carrier B,424.31,Supplier 2,Chennai,18,245,15,70.03,Pending,0.831332,Air,Route B,765.44
cosmetics,SKU2526,42.13,14,975,1174.12,Female,22,2,9,1,Carrier B,371.82,Supplier 4,Chennai,26,268,11,97.45,Fail,3.915941,Road,Route C,814.8
skincare,SKU2527,14.07,35,193,9961.22,Unknown,93,15,71,29,Carrier A,678.9,Supplier 3,Kolkata,2,303,20,98.25,Fail,2.455737,Sea,Route C,624.73
cosmetics,SKU2528,83.52,36,565,9774.68,Non-binary,81,6,83,20,Carrier C,512.64,Supplier 1,Kolkata,18,142,23,25.42,Pending,0.576461,Sea,Route A,787.09
haircare,SKU2529,97.14,98,827,8207.41,Male,35,12,37,1,Carrier B,210.85,Supplier 1,Mumbai,24,267,2,40.04,Fail,4.571111,Road,Route B,935.21
cosmetics,SKU2530,18.12,65,803,1582.77,Male,77,11,17,8,Carrier B,686.92,Supplier 1,Mumbai,25,107,10,26.79,Pass,4.68241,Air,Route A,579.57
skincare,SKU2531,53.56,45,994,5762.34,Male,59,4,58,10,Carrier A,420.34,Supplier 3,Bangalore,9,750,8,67.7,Pass,0.694315,Road,Route A,339.59
skincare,SKU2532,91.86,32,756,3825.29,Male,88,23,81,29,Carrier A,485.31,Supplier 1,Bangalore,8,263,4,77.37,Fail,1.747773,Sea,Route B,251.92
skincare,SKU2533,72.17,16,529,7461.12,Male,53,10,11,3,Carrier B,575.2,Supplier 1,Delhi,20,309,11,54.39,Pending,0.184451,Air,Route C,356.57
skincare,SKU2534,88.19,40,786,4400.04,Male,19,4,95,10,Carrier B,892.93,Supplier 5,Kolkata,16,742,14,79.28,Pending,4.64775,Air,Route A,405.4
cosmetics,SKU2535,25.63,37,218,6337.75,Female,36,4,89,16,Carrier B,381.33,Supplier 1,Mumbai,27,667,21,48.09,Fail,2.768683,Air,Route C,944.17
haircare,SKU2536,81.26,97,969,2726.23,Unknown,88,27,46,12,Carrier A,539.89,Supplier 4,Delhi,18,152,5,97.87,Pass,0.548322,Air,Route C,460.84
haircare,SKU2537,55.74,14,296,7949.15,Non-binary,14,23,26,27,Carrier A,366.38,Supplier 3,Kolkata,24,181,4,38.08,Pending,1.779751,Road,Route A,637.43
skincare,SKU2538,57.7,3,578,7361.35,Non-binary,67,24,27,20,Carrier A,554.87,Supplier 1,Kolkata,9,584,21,31.78,Pass,4.811864,Sea,Route B,920.01
haircare,SKU2539,19.78,84,411,5862.35,Unknown,93,18,57,21,Carrier A,678.92,Supplier 1,Delhi,15,770,28,49.16,Pass,2.641714,Road,Route B,708.42
cosmetics,SKU2540,29.38,7,295,2203.85,Male,19,21,1,4,Carrier B,481.57,Supplier 1,Chennai,14,236,18,29.96,Fail,1.150678,Air,Route C,280.46
haircare,SKU2541,28.51,43,999,6733.6,Male,24,2,1,18,Carrier A,643.07,Supplier 1,Bangalore,4,281,4,84.08,Pending,1.040014,Air,Route B,729.89
haircare,SKU2542,28.03,85,709,3885.45,Unknown,0,13,56,8,Carrier B,884.45,Supplier 5,Chennai,18,814,19,83.85,Pass,4.159313,Air,Route C,857.52
cosmetics,SKU2543,45.96,93,969,7867.68,Unknown,42,14,84,22,Carrier B,651.35,Supplier 2,Kolkata,20,869,29,64.85,Pass,0.598243,Sea,Route C,559.86
cosmetics,SKU2544,24.65,46,291,6405.2,Female,9,27,38,25,Carrier B,501.61,Supplier 5,Delhi,2,686,29,92.27,Pending,0.845031,Road,Route C,218.95
skincare,SKU2545,90.96,86,511,2539.67,Female,38,11,3,20,Carrier C,72.69,Supplier 1,Chennai,19,918,21,61.21,Pending,2.899149,Road,Route A,239.1
haircare,SKU2546,98.32,97,165,8295.95,Non-binary,76,21,23,17,Carrier B,186.9,Supplier 1,Kolkata,25,146,23,32.36,Pending,4.928103,Air,Route C,257.27
skincare,SKU2547,37.17,6,750,8809.29,Unknown,15,29,70,3,Carrier A,491.56,Supplier 5,Chennai,7,873,27,62.19,Pending,0.293999,Road,Route A,879.45
haircare,SKU2548,9.99,75,692,5135.63,Male,7,15,61,2,Carrier C,599.43,Supplier 5,Delhi,23,407,29,32.46,Pass,1.274579,Road,Route C,165.3
skincare,SKU2549,92.39,55,169,1374.51,Unknown,30,4,4,11,Carrier B,505.77,Supplier 4,Chennai,9,950,29,61.16,Pass,0.804557,Sea,Route A,463.44
cosmetics,SKU2550,25.45,79,837,7304.86,Male,60,23,84,9,Carrier A,376.1,Supplier 3,Bangalore,11,453,26,68.15,Pass,0.105339,Road,Route B,903.49
skincare,SKU2551,27.29,45,767,7346.24,Male,73,29,54,24,Carrier C,782.86,Supplier 5,Bangalore,26,998,11,46.46,Pass,4.773874,Rail,Route A,960.89
cosmetics,SKU2552,7.57,16,963,1707.84,Female,86,1,79,12,Carrier C,635.7,Supplier 5,Bangalore,23,140,29,83.18,Pending,3.135251,Sea,Route B,248.7
cosmetics,SKU2553,86.68,98,918,9463.69,Unknown,99,24,44,24,Carrier B,767.71,Supplier 2,Chennai,11,120,11,97.21,Pass,2.708691,Air,Route A,857.12
skincare,SKU2554,65.71,30,277,1788.63,Non-binary,55,25,32,8,Carrier C,263.81,Supplier 2,Bangalore,26,286,22,78.11,Fail,1.361692,Road,Route B,531.23
cosmetics,SKU2555,79.94,37,894,5370.78,Female,65,3,99,26,Carrier A,965.81,Supplier 3,Kolkata,8,306,12,86.91,Fail,4.522832,Air,Route C,617.59
skincare,SKU2556,61.05,37,108,7177.39,Female,75,22,28,7,Carrier C,749.32,Supplier 2,Bangalore,27,652,10,27.94,Pass,4.761542,Sea,Route B,146.33
haircare,SKU2557,11.85,39,499,6395.67,Non-binary,81,26,47,21,Carrier B,375.55,Supplier 3,Mumbai,7,520,24,60.35,Pending,0.102416,Air,Route A,803.49
haircare,SKU2558,92.2,65,693,2386.31,Male,54,2,37,29,Carrier B,846.27,Supplier 3,Kolkata,1,144,10,60.87,Pass,3.458197,Rail,Route A,136.83
cosmetics,SKU2559,72.62,10,811,5478.65,Unknown,28,22,87,5,Carrier B,494.45,Supplier 4,Chennai,9,835,8,23.01,Pending,0.356582,Sea,Route B,172.73
haircare,SKU2560,57.61,93,840,4393.78,Male,74,25,62,23,Carrier A,486.26,Supplier 5,Mumbai,20,320,24,98.43,Pass,2.938474,Air,Route C,642.7
skincare,SKU2561,49.86,11,16,1456.17,Male,54,21,99,18,Carrier C,532.68,Supplier 1,Mumbai,11,587,7,76.71,Pending,1.397494,Road,Route A,542.95
haircare,SKU2562,67.29,36,503,1977.95,Non-binary,14,23,25,22,Carrier B,619.87,Supplier 2,Kolkata,26,176,16,90.81,Pending,3.719412,Rail,Route A,620.55
cosmetics,SKU2563,73.88,3,222,8854.9,Male,11,18,49,18,Carrier B,543.71,Supplier 3,Delhi,21,676,19,47.61,Pass,3.174589,Rail,Route B,651.72
skincare,SKU2564,32.69,73,302,7464.57,Male,77,3,35,6,Carrier A,687.2,Supplier 2,Kolkata,21,615,6,78.51,Pass,3.219106,Sea,Route C,584.81
haircare,SKU2565,66.06,86,280,4906.69,Non-binary,93,7,92,29,Carrier B,339.51,Supplier 4,Chennai,10,564,6,90.36,Fail,4.643321,Air,Route A,276.75
haircare,SKU2566,41.22,93,742,7392.57,Male,77,15,24,29,Carrier C,820.19,Supplier 5,Kolkata,2,420,10,74.0,Pass,4.920147,Road,Route C,237.88
skincare,SKU2567,63.07,20,266,8405.57,Non-binary,25,4,98,17,Carrier A,493.31,Supplier 2,Mumbai,12,450,23,22.9,Pending,2.308618,Rail,Route B,134.21
haircare,SKU2568,70.67,33,750,6593.25,Female,22,27,85,21,Carrier B,863.21,Supplier 1,Mumbai,8,628,5,89.71,Fail,0.343429,Sea,Route A,247.9
skincare,SKU2569,89.39,63,764,9348.09,Male,14,14,68,15,Carrier B,940.36,Supplier 5,Chennai,24,808,19,76.28,Pass,3.19041,Sea,Route C,713.46
skincare,SKU2570,58.0,70,526,2825.58,Male,6,19,28,17,Carrier A,164.44,Supplier 3,Chennai,2,753,26,76.13,Pending,4.67548,Sea,Route B,618.13
cosmetics,SKU2571,56.14,48,852,6607.18,Female,15,3,43,8,Carrier A,881.77,Supplier 3,Chennai,12,283,19,92.8,Fail,2.365692,Rail,Route C,846.35
skincare,SKU2572,40.72,8,920,7731.48,Unknown,5,3,86,5,Carrier C,339.21,Supplier 5,Bangalore,14,786,14,56.48,Fail,3.282488,Sea,Route C,528.1
cosmetics,SKU2573,16.07,53,812,8128.71,Male,60,17,26,12,Carrier A,697.34,Supplier 3,Chennai,22,428,16,58.78,Pending,4.917673,Rail,Route C,672.63
haircare,SKU2574,82.24,79,977,4113.23,Male,11,15,7,17,Carrier A,686.16,Supplier 2,Delhi,7,307,26,35.39,Fail,0.025619,Air,Route A,529.68
cosmetics,SKU2575,34.89,58,190,4583.19,Unknown,15,13,24,25,Carrier B,515.08,Supplier 4,Bangalore,13,904,23,62.5,Fail,0.764515,Air,Route C,381.36
haircare,SKU2576,90.69,42,66,2105.51,Male,88,10,81,22,Carrier B,82.38,Supplier 2,Mumbai,12,513,7,93.33,Pending,3.661382,Road,Route C,366.19
skincare,SKU2577,82.0,1,80,2390.39,Non-binary,95,8,21,15,Carrier C,511.71,Supplier 2,Kolkata,10,357,8,96.39,Fail,4.774059,Air,Route B,721.09
haircare,SKU2578,38.99,57,103,3794.06,Female,21,1,30,14,Carrier A,678.37,Supplier 5,Chennai,23,978,2,83.22,Pending,0.097231,Sea,Route C,529.34
skincare,SKU2579,54.11,44,84,8504.6,Unknown,67,7,74,26,Carrier A,850.62,Supplier 5,Bangalore,6,290,24,31.27,Pending,1.626379,Sea,Route B,165.2
cosmetics,SKU2580,10.51,65,883,7428.88,Female,18,25,68,17,Carrier A,572.15,Supplier 3,Kolkata,28,191,8,94.28,Pending,1.403007,Rail,Route B,397.05
haircare,SKU2581,52.26,82,172,5092.94,Female,15,26,28,22,Carrier A,215.71,Supplier 2,Bangalore,13,921,18,38.81,Pass,4.906493,Sea,Route A,504.95
skincare,SKU2582,56.3,78,4,2535.37,Female,12,3,44,5,Carrier A,840.25,Supplier 3,Mumbai,15,625,5,30.29,Fail,0.994744,Rail,Route C,714.57
skincare,SKU2583,12.62,53,745,5682.38,Non-binary,12,13,32,12,Carrier A,847.89,Supplier 1,Bangalore,25,585,9,53.67,Pass,2.896747,Road,Route B,468.04
cosmetics,SKU2584,59.45,95,928,1317.59,Non-binary,18,19,7,8,Carrier A,324.9,Supplier 1,Mumbai,29,814,23,30.6,Fail,4.457337,Rail,Route B,815.89
skincare,SKU2585,31.36,92,322,1645.72,Unknown,80,27,98,24,Carrier A,61.58,Supplier 1,Mumbai,17,897,7,62.36,Pass,0.666837,Sea,Route A,346.09
haircare,SKU2586,50.87,64,582,8421.06,Unknown,63,22,52,14,Carrier C,247.89,Supplier 1,Chennai,24,971,26,71.88,Fail,0.54942,Rail,Route B,478.93
skincare,SKU2587,73.11,79,376,9961.5,Unknown,83,9,94,13,Carrier C,901.85,Supplier 2,Mumbai,7,582,15,84.8,Pass,0.950426,Road,Route A,147.33
haircare,SKU2588,55.68,78,200,3522.69,Male,88,23,43,22,Carrier A,58.39,Supplier 1,Mumbai,23,371,18,65.94,Pending,4.6635,Sea,Route C,449.09
skincare,SKU2589,17.28,87,753,1036.01,Female,31,15,68,26,Carrier C,242.33,Supplier 5,Delhi,28,407,22,71.14,Fail,2.518205,Sea,Route B,581.76
cosmetics,SKU2590,94.85,36,762,1432.28,Female,4,6,95,7,Carrier B,654.67,Supplier 4,Bangalore,21,588,13,31.39,Pass,2.228012,Sea,Route C,799.08
skincare,SKU2591,68.21,63,608,7315.29,Non-binary,24,26,10,24,Carrier B,150.1,Supplier 3,Bangalore,12,917,20,39.49,Pass,2.677845,Air,Route A,254.22
haircare,SKU2592,19.19,62,286,7195.55,Female,24,2,74,5,Carrier A,648.28,Supplier 1,Mumbai,26,819,4,72.19,Pass,1.424123,Air,Route C,288.84
cosmetics,SKU2593,20.91,51,626,3732.66,Unknown,26,26,44,6,Carrier B,817.47,Supplier 1,Chennai,12,950,17,35.66,Fail,1.865498,Air,Route C,677.64
haircare,SKU2594,30.28,99,765,6373.31,Non-binary,74,15,21,4,Carrier B,911.12,Supplier 2,Chennai,25,646,28,83.02,Pending,2.822043,Sea,Route C,727.7
cosmetics,SKU2595,10.4,52,157,9444.0,Female,19,26,21,21,Carrier C,763.27,Supplier 1,Mumbai,21,544,1,35.15,Pending,3.318729,Air,Route A,906.52
skincare,SKU2596,79.0,96,43,6140.66,Male,80,19,97,10,Carrier C,274.4,Supplier 5,Delhi,24,353,27,49.5,Fail,0.141922,Road,Route A,998.26
haircare,SKU2597,35.46,37,287,6732.84,Unknown,26,27,19,23,Carrier C,194.37,Supplier 3,Bangalore,6,113,23,53.87,Fail,4.318448,Rail,Route B,181.34
haircare,SKU2598,74.01,59,41,2562.95,Non-binary,11,3,69,13,Carrier A,291.92,Supplier 2,Mumbai,28,510,15,82.08,Fail,3.699255,Sea,Route B,544.95
cosmetics,SKU2599,76.91,13,600,5873.25,Female,58,6,94,12,Carrier C,407.65,Supplier 5,Chennai,14,626,17,81.76,Pass,2.106131,Rail,Route B,260.98
cosmetics,SKU2600,60.45,93,855,1108.6,Male,15,14,38,8,Carrier B,541.59,Supplier 4,Bangalore,22,920,5,35.13,Pending,3.127872,Sea,Route C,430.0
haircare,SKU2601,65.27,61,71,3716.12,Female,81,23,86,22,Carrier C,219.61,Supplier 3,Mumbai,26,457,22,72.38,Pass,1.393013,Air,Route C,776.61
skincare,SKU2602,51.21,55,984,7628.5,Female,53,21,74,4,Carrier B,947.46,Supplier 5,Chennai,19,803,7,33.86,Fail,2.191194,Road,Route A,204.64
skincare,SKU2603,85.52,69,81,4701.53,Unknown,79,1,1,9,Carrier A,893.16,Supplier 5,Kolkata,8,688,17,50.11,Pending,2.11913,Air,Route B,756.86
haircare,SKU2604,91.61,68,479,7519.05,Non-binary,83,22,1,7,Carrier B,978.92,Supplier 3,Delhi,24,465,8,48.94,Pass,0.494067,Air,Route A,886.63
skincare,SKU2605,72.28,77,486,1004.96,Female,57,17,21,13,Carrier A,359.68,Supplier 4,Chennai,2,878,22,78.65,Pass,4.764132,Rail,Route A,719.86
haircare,SKU2606,43.51,96,300,1535.18,Female,43,20,71,8,Carrier C,82.33,Supplier 4,Chennai,9,422,28,63.87,Fail,3.499417,Road,Route C,621.71
cosmetics,SKU2607,25.1,88,828,1191.68,Unknown,15,16,49,5,Carrier B,619.06,Supplier 4,Mumbai,4,507,21,77.02,Pass,0.236196,Road,Route C,343.16
skincare,SKU2608,68.7,30,516,2727.87,Male,60,4,43,3,Carrier C,726.08,Supplier 1,Delhi,27,887,26,45.65,Pending,0.607446,Rail,Route C,576.92
cosmetics,SKU2609,9.85,1,12,1559.58,Female,6,29,8,24,Carrier A,487.67,Supplier 1,Bangalore,19,618,22,96.67,Pending,1.510247,Rail,Route C,535.68
cosmetics,SKU2610,54.59,70,631,2155.68,Unknown,0,10,27,1,Carrier C,744.06,Supplier 1,Mumbai,8,830,23,25.01,Pending,2.705464,Road,Route C,315.75
skincare,SKU2611,55.22,65,246,2791.29,Non-binary,89,26,78,18,Carrier A,897.63,Supplier 3,Kolkata,11,201,18,94.22,Pending,1.840491,Air,Route B,682.16
skincare,SKU2612,97.1,67,85,2176.92,Non-binary,48,7,33,10,Carrier A,349.71,Supplier 1,Mumbai,21,362,29,48.33,Pending,0.333267,Air,Route B,712.26
cosmetics,SKU2613,44.34,93,93,5928.96,Female,50,16,78,14,Carrier A,939.28,Supplier 1,Bangalore,25,245,16,75.79,Pending,2.731628,Air,Route C,930.32
haircare,SKU2614,68.23,44,895,8404.38,Female,10,4,31,20,Carrier C,163.38,Supplier 4,Kolkata,16,475,28,26.49,Pending,4.487342,Road,Route B,956.67
skincare,SKU2615,47.62,51,938,3024.71,Non-binary,76,1,57,8,Carrier A,551.72,Supplier 2,Chennai,6,467,23,41.59,Fail,0.747452,Air,Route B,722.64
skincare,SKU2616,6.1,52,223,4558.88,Male,40,27,95,10,Carrier A,358.22,Supplier 2,Bangalore,17,923,3,38.53,Fail,4.394345,Sea,Route C,649.29
skincare,SKU2617,78.6,94,41,5187.67,Male,33,15,27,6,Carrier A,784.11,Supplier 4,Delhi,21,333,9,50.25,Pass,2.881101,Sea,Route C,854.59
cosmetics,SKU2618,17.87,63,671,6568.47,Male,94,13,57,28,Carrier C,182.97,Supplier 3,Bangalore,5,398,4,57.0,Pass,2.304838,Sea,Route B,843.89
haircare,SKU2619,42.23,67,507,2128.59,Male,12,11,1,29,Carrier A,744.86,Supplier 2,Bangalore,23,560,12,82.16,Pass,3.723117,Road,Route C,137.92
haircare,SKU2620,26.24,7,308,6487.87,Unknown,7,16,61,7,Carrier A,236.96,Supplier 3,Chennai,7,549,8,26.58,Pending,4.909666,Road,Route C,981.05
skincare,SKU2621,14.34,93,341,5779.01,Female,35,21,34,27,Carrier A,989.62,Supplier 5,Bangalore,10,823,12,37.26,Pending,4.809606,Air,Route A,793.13
haircare,SKU2622,19.46,70,9,1841.19,Female,45,11,11,22,Carrier B,758.52,Supplier 4,Delhi,11,310,8,65.06,Pass,3.53887,Sea,Route B,856.08
skincare,SKU2623,70.65,15,208,7507.8,Female,29,7,87,3,Carrier A,591.39,Supplier 2,Kolkata,11,489,13,87.05,Fail,4.206377,Rail,Route A,920.84
skincare,SKU2624,17.32,85,579,1187.35,Male,26,5,35,10,Carrier C,430.74,Supplier 2,Delhi,16,739,16,70.42,Fail,4.950228,Rail,Route B,584.93
cosmetics,SKU2625,12.77,52,955,3189.63,Non-binary,91,12,39,25,Carrier A,329.49,Supplier 4,Mumbai,11,929,19,65.03,Pass,1.517699,Air,Route B,577.82
skincare,SKU2626,80.01,4,298,1281.37,Non-binary,43,19,15,4,Carrier C,609.33,Supplier 2,Delhi,4,220,25,72.75,Fail,4.753884,Sea,Route A,783.83
haircare,SKU2627,31.77,89,321,1699.89,Male,37,2,3,13,Carrier B,840.8,Supplier 3,Kolkata,8,598,5,91.19,Pending,4.65035,Sea,Route A,458.12
skincare,SKU2628,46.86,36,27,9076.96,Female,72,29,24,9,Carrier B,59.94,Supplier 3,Delhi,27,964,27,65.88,Fail,1.964407,Air,Route B,769.08
cosmetics,SKU2629,55.26,67,983,1856.38,Female,32,21,25,21,Carrier A,374.72,Supplier 4,Kolkata,22,742,19,33.78,Pass,3.758963,Road,Route C,741.67
haircare,SKU2630,84.12,7,818,3864.49,Unknown,7,23,25,26,Carrier A,173.88,Supplier 2,Bangalore,18,805,6,90.87,Pass,0.300848,Rail,Route C,628.66
skincare,SKU2631,88.83,74,212,5038.09,Non-binary,37,14,28,1,Carrier C,760.05,Supplier 1,Kolkata,10,893,4,84.01,Fail,0.195992,Air,Route A,929.54
cosmetics,SKU2632,85.39,90,836,7189.6,Male,73,18,4,9,Carrier C,111.1,Supplier 2,Mumbai,6,309,17,57.21,Pending,1.162001,Sea,Route C,388.24
cosmetics,SKU2633,62.92,62,152,3930.59,Non-binary,32,14,74,23,Carrier B,689.92,Supplier 5,Chennai,10,443,17,83.49,Pass,0.936091,Sea,Route B,695.53
cosmetics,SKU2634,43.67,96,677,1616.87,Male,0,14,52,10,Carrier C,247.17,Supplier 2,Mumbai,26,748,13,38.27,Fail,3.785112,Sea,Route A,492.29
haircare,SKU2635,38.88,4,768,3424.18,Female,58,15,13,22,Carrier B,590.4,Supplier 5,Mumbai,18,521,3,92.2,Pending,0.701693,Air,Route A,650.3
